French,Frequency,English
pantalons,2022,pants
bouleversée,2022,upset
tuerais,2022,would kill
vivian,2021,vivian
théories,2021,theories
lemon,2020,lemon
semblé,2020,seems
donnés,2020,given
coupure,2020,cut
dog,2019,dog
goûts,2018,tastes
craqué,2018,cracked
accouchement,2018,childbirth
contenir,2017,contain
trip,2016,trip
hourra,2016,hourra
ouragan,2016,hurricane
liée,2016,linked
spike,2015,spike
mou,2015,soft
pic,2015,peak
haleine,2015,breath
allongé,2013,elongate
matchs,2013,matches
espionner,2013,to spy
catégorie,2013,category
abigail,2013,abigail
arrivées,2012,arrivals
dodo,2012,dodo
kay,2012,kay
barreaux,2011,bars
poses,2011,poses
ruban,2011,ribbon
bâtiments,2009,buildings
buffet,2009,buffet
gavin,2008,gavin
romain,2007,roman
embuscade,2007,ambush
mo,2007,mo
musiciens,2007,musicians
garantir,2006,to guarantee
três,2006,very
dégagé,2006,cleared
kang,2005,kang
rudy,2005,rudy
bougie,2005,candle
valentin,2005,valentine
soutiens,2004,support
débarrassé,2004,ridden
magiques,2004,magic
grise,2003,grey
felix,2003,felix
entendus,2003,heard
déprimé,2003,depressed
masques,2003,masks
vaccin,2002,vaccine
drôlement,2001,funny
terrorisme,2001,terrorism
particules,2001,particles
migraine,2000,migraine
ressemblez,2000,look like
val,2000,valve
coude,1999,elbow
siens,1999,hers
impliqués,1998,involved
sauvez,1998,save
sur-le-champ,1997,on the field
faisons-le,1997,let's do it
vilaine,1996,ugly
abandonnez,1996,abandon
franck,1995,franck
artifice,1994,artifice
définition,1994,definition
rico,1993,rico
domestiques,1993,domestic
sherlock,1993,sherlock
isolement,1992,isolation
espionne,1992,spy
liv,1992,liv
dynamite,1991,dynamite
dj,1990,dj
reprises,1990,covers
étouffe,1989,muffled
allemande,1989,german
reprocher,1989,to reproach
boeuf,1989,beef
country,1988,country
pizzas,1988,pizzas
idéale,1988,ideal
pardonnez,1987,forgive
durera,1987,will last
sylvia,1987,sylvia
pâtes,1987,pasta
aspirine,1986,aspirin
accidentellement,1986,accidentally
recommande,1985,recommended
soigne,1985,neat
nourrit,1985,nourished
chargement,1985,loading
emballe,1984,packed up
était-elle,1984,was she
sanctuaire,1984,sanctuary
revenait,1984,was coming back
merveilles,1984,wonders
conspiration,1983,conspiracy
économiser,1983,save
raccompagner,1982,drive away
convenu,1982,agreed
richesse,1982,wealth
égard,1981,regard
chassé,1981,hunting
aident,1980,help
bilan,1980,balance sheet
adieux,1980,farewell
sortiras,1980,will go out
architecte,1979,architect
regardez-le,1978,look at the
trahis,1978,betrayal
honteux,1977,ashamed
mater,1976,mane
price,1976,price
patrons,1974,patterns
femelle,1974,female
dante,1973,dante
mini,1973,mini
démolir,1973,demolish
sportif,1972,sporty
dizaines,1972,tens
sexuellement,1972,sexually
suivait,1971,followed
pope,1971,pope
fouet,1971,whip
introduit,1970,introduced
artère,1970,artery
constitution,1970,constitution
gold,1970,gold
accélère,1969,accelerated
réglo,1969,laborer
apocalypse,1969,apocalypse
juive,1968,jewish
mercedes,1968,mercedes
chapelle,1967,chapel
jan,1967,jan
versé,1967,poured
provient,1966,comes from
arrêtons,1966,let's stop
merlin,1966,merlin
obtenez,1966,get
boulots,1965,jobs
arbitre,1965,arbitrator
lécher,1965,lick
séparé,1965,separated
ciné,1965,cinema
affecté,1964,affected
cacahuètes,1964,peanuts
hésitez,1963,hesitate
exemplaire,1963,copy
relâche,1963,released
programmes,1962,programs
certitude,1962,certainty
bec,1962,spout
crevettes,1961,shrimp
jin,1961,jin
perdues,1961,lost
poursuites,1961,prosecution
hamburger,1960,hamburger
herbes,1960,herbs
transmis,1960,transmitted
apprennent,1960,learn
décor,1960,decor
parano,1960,parano
maternelle,1960,kindergarten
gai,1960,cheerful
négociations,1959,negotiations
antidote,1959,antidote
cachait,1959,hidden
revoit,1959,review
clarke,1959,clarke
noter,1958,to note
cracher,1958,spit
horizon,1958,horizon
emplois,1958,jobs
mouchoir,1957,handkerchief
bernie,1956,bernie
agressif,1955,aggressive
modifier,1955,to modify
denver,1955,denver
prenez-le,1955,take it
stacy,1955,stacy
grandeur,1955,greatness
judith,1954,judith
détestait,1954,hate
parvenir,1954,achieve
leon,1954,leon
nerf,1953,nerve
q,1953,q
accoucher,1953,give birth
data,1953,data
mètre,1953,metre
éclat,1953,glow
hugh,1952,hugh
falaise,1952,cliff
affreuse,1952,awful
logement,1952,accommodation
adresser,1951,address
croiser,1951,cross
entrées,1950,entrances
laurel,1950,laurel
explications,1949,explanation
comprendrais,1949,would understand
ivy,1949,ivy
cerveaux,1949,brains
torturé,1949,torture
doris,1948,doris
bridget,1948,bridget
nicholas,1948,nicholas
retrait,1947,withdrawal
back,1946,back
cassettes,1946,cassettes
épuisée,1945,exhausted
ruines,1944,ruins
cv,1942,resume
chi,1942,chi
clou,1941,nail
détesté,1941,hated
violeur,1940,rapist
brutal,1940,brutal
illusions,1939,illusions
remplaçant,1939,substitute
tremble,1938,tremble
existé,1938,exist
nomme,1937,appointed
dansé,1937,dance
privés,1937,private
initiative,1937,initiative
argument,1937,argument
scully,1936,scully
croise,1936,cross
sirop,1936,syrup
cicatrices,1936,scars
end,1935,ending
sublime,1935,gorgeous
résiste,1934,resistant
renonce,1934,renounce
économique,1934,economic
conséquent,1933,substantial
repart,1933,start -up
rochers,1933,rocks
ruelle,1932,alley
prions,1931,prayer
parade,1931,parade
nain,1931,dwarf
ballons,1929,balloons
élevés,1928,students
marijuana,1928,marijuana
evelyn,1928,evelyn
largement,1927,widely
manquez,1926,miss
rampe,1925,ramp
bienvenus,1925,welcome
retrouverai,1924,will find
inquiets,1924,worried
nommée,1923,named
écarter,1922,dismiss
accélérer,1922,accelerate
tunnels,1922,tunnels
sachent,1922,know
nuque,1922,neck
doubler,1922,double
diplômé,1922,diploma
récent,1921,recent
gala,1921,gala
here,1921,here
aidés,1921,helped
jefferson,1921,jefferson
quotidien,1921,daily
préfèrerais,1919,would prefer
aérien,1919,air
fortement,1919,strongly
nouilles,1919,noodles
gravement,1918,seriously
trad,1918,trad
lancez,1918,launch
hypocrite,1918,hypocritical
glacée,1917,frozen
enterrée,1917,buried
devrions-nous,1916,should we
rassemblement,1916,gathering
valet,1916,valet
paysage,1915,landscape
mexico,1915,mexico
savions,1915,were knew
reprenez,1914,pick up
cruz,1914,cruz
réels,1914,real
goûte,1914,task
gâchette,1913,trigger
exercices,1913,exercises
cure,1912,priest
gémissements,1912,groan
lucky,1911,lucky
ramassé,1911,picked up
répétez,1911,repeat
fosse,1911,ditch
décédée,1910,deceased
reviendras,1910,will come back
lin,1910,linen
rancune,1910,resentment
disparaissent,1910,disappear
quittée,1910,left
sang-froid,1909,cold blood
écoutais,1909,listened
dance,1909,dance
autographe,1909,autograph
dépense,1909,spent
hurle,1908,scream
paisible,1908,peaceful
apollo,1907,apollo
dexter,1907,dexter
phillip,1906,phillip
supplier,1906,to beg
milo,1906,milo
donnez-nous,1906,give us
cuisinier,1906,to cook
ramènes,1905,branch
weekend,1905,weekend
attrapez-le,1905,catch it
représentation,1905,representation
wall,1905,wall
séduisant,1905,attractive
renseignement,1904,intelligence
gouttes,1903,drops
haïr,1903,hate
oubliais,1903,forgotten
coloc,1903,roommate
marchez,1902,walk
banlieue,1902,suburb
évader,1902,escape
corriger,1901,to correct
regards,1901,glance
cuillère,1900,spoon
souffler,1900,blow
éclaté,1900,bursts
beurk,1900,yuck
nombres,1899,numbers
carlton,1899,carlton
imposteur,1899,impostor
sofia,1899,sofia
insigne,1898,badge
commencement,1898,beginning
visiteur,1898,visitor
caserne,1898,barracks
callie,1898,callie
lynn,1897,lynn
reportage,1897,reporting
effraie,1897,frightening
délicieuse,1897,delicious
cartons,1897,cards
petite-fille,1896,little girl
marianne,1896,marianne
abrutis,1895,besotted
obéis,1895,obey
sophia,1895,sophia
discrètement,1895,discreetly
sympas,1894,nice
province,1894,province
aidez-nous,1894,help us
mythe,1893,myth
envoies,1892,sending
légale,1892,legal
puisqu,1891,since
ward,1891,ward
laissez-les,1891,leave them
uniformes,1891,uniforms
sonnette,1890,bell
enfoncer,1890,to press in
muet,1889,mute
erik,1889,erik
intéressait,1889,interested
camping,1888,camping
posséder,1888,possess
simone,1888,simone
américaines,1888,american
yacht,1887,yacht
prophète,1887,prophet
observé,1887,observed
contexte,1886,context
obligation,1886,obligation
encaisser,1886,cash in
perspective,1886,perspective
optimiste,1886,optimistic
moon,1885,moon
mate,1885,mate
tomates,1885,tomatoes
cogner,1885,to bump
cynthia,1885,cynthia
entendait,1884,heard
sadie,1884,sadie
milan,1884,milan
consiste,1884,consisting
convoi,1884,convoy
pelouse,1883,lawn
flûte,1883,flute
nicolas,1883,nicolas
reviendrais,1883,would come back
gardait,1882,kept
dentaire,1882,dental
modifié,1882,amended
tequila,1882,tequila
liées,1881,linked
épouvantable,1881,appalling
dragons,1881,dragons
confie,1881,entrusts
devons-nous,1880,should we
willy,1880,willy
téléphoniques,1880,telephone
contenter,1879,satisfy
rassemble,1879,gather
tracasse,1879,hassle
mourrez,1879,die
pourrir,1878,to rot
combattant,1878,fighter
fiction,1878,fiction
attendiez,1877,wait
jedi,1877,jedi
spirituel,1876,spiritual
organisme,1876,body
lizzie,1876,lizzie
indienne,1875,indian
mouton,1875,sheep
supplié,1873,begged
suzanne,1873,suzanne
plaisanter,1873,kidding
prés,1873,close
sente,1872,feel
percy,1872,percy
excès,1872,excess
idole,1871,idol
high,1870,high
emménagé,1870,moved
orphelinat,1870,orphanage
perturbé,1870,disturbed
pois,1870,pea
voudront,1869,will want to
compagnies,1869,companies
infecté,1869,infected
partiez,1869,put off
mettrais,1869,will put
susie,1867,susie
croissance,1867,growth
relâché,1867,released
évanoui,1867,fainted
quelquefois,1867,sometimes
doyen,1867,dean
pearl,1866,pearl
échoue,1866,failed
slip,1866,porch
expliquerait,1865,would explain
laisse-les,1865,leave them
griffes,1865,claws
mesurer,1865,measure
pâques,1864,easter
contacte,1864,contact
gestes,1864,gestures
servez-vous,1863,serve yourself
laid,1863,ugly
paies,1863,payroll
avancée,1863,advanced
continent,1863,continent
nucléaires,1863,nuclear
amuses,1862,amuses
mènera,1862,to lead to
hait,1861,hates
pâte,1860,dough
horaires,1860,schedules
énigme,1860,enigma
est-ce-que,1859,is it that
localisé,1859,located
grognements,1858,grunts
poèmes,1858,poems
josé,1858,josé
bouquet,1858,bunch
bijou,1858,jewel 
tournez-vous,1857,turn around
majeur,1857,major
soutenu,1856,supported
cellulaire,1856,cellular
yale,1856,yale
men,1856,men
bassin,1856,basin
bonnet,1856,cap
psychologie,1855,psychology
touchant,1855,touching
courent,1855,run
demanderais,1855,would ask
secouer,1855,shake
peurs,1854,fears
compréhension,1854,understanding
plaintes,1854,complaints
nsa,1854,nsa
di,1854,di
mènent,1853,lead
tatouages,1853,tattoos
aiguilles,1853,needles
paniquer,1852,panic
sages,1852,wise
clairs,1852,clear
milliard,1852,billion
donnais,1852,donated
joyce,1852,joyce
répété,1851,say again
aimaient,1851,loved
pleuvoir,1850,rain
semestre,1850,semester
becca,1850,becca
arrivons,1849,arrive
jaunes,1849,yellow
discrétion,1849,discretion
cognac,1847,cognac
étonné,1847,surprised
racine,1847,root
jurer,1847,swear
débiles,1847,stupid
violente,1847,violent
gabe,1847,gabe
restaurants,1847,restaurants
piloter,1846,pilot
médium,1846,medium
intimes,1845,intimate
post,1845,post
soulagé,1845,relieved
bunker,1844,bunker
capsule,1844,capsule
éponge,1843,sponge
luther,1843,luther
classes,1843,classes
rétablir,1842,restore
comprendras,1841,will understand
blues,1841,blues
nommer,1841,appoint
efface,1841,erase
lavage,1841,washing
vicki,1841,vick
hi,1840,hi
préparent,1840,prepare
percer,1840,drill
poster,1839,to post
robinson,1839,robinson
malik,1839,malik
curé,1839,priest
adrénaline,1838,adrenaline
ironique,1838,ironic
avatar,1838,avatar
tournant,1837,turning point
plonge,1837,dive
prostituées,1837,prostitutes
essayent,1836,try
viser,1836,to aim
isabel,1834,isabel
sécher,1834,to dry
vortex,1834,vortex
conseillé,1833,advisable
parlaient,1833,were talking about
thon,1832,tuna
cruelle,1832,cruel
menacée,1832,threatened
choqué,1830,shocked
tirée,1829,pulled
fais-toi,1829,do you
continuera,1829,continue to
goûté,1829,tasting
maléfique,1829,maleficent
side,1829,side
ouf,1829,phew
toutefois,1828,however
égale,1828,equal
localisation,1828,location
garrett,1828,garrett
suffisait,1827,was enough
reproduire,1826,reproduce
sports,1826,sports
rhum,1826,rum
marshal,1825,marshal
débarqué,1825,landed
wesley,1825,wesley
buvait,1825,drank
apparences,1825,appearances
sers-toi,1824,serve yourself
loup-garou,1823,werewolf
après-demain,1823,after tomorrow
servait,1822,served
cheryl,1822,cheryl
chrétiens,1822,christian
potter,1821,potter
merdier,1821,shitty
brady,1820,brady
gilbert,1820,gilbert
refusent,1819,refuse
mord,1819,bite
nouvelle-orléans,1819,new orleans
réduction,1818,reduction
distribution,1818,distribution
provisions,1817,provisions
weaver,1816,weaver
proprio,1816,owner
plongée,1816,diving
meurtrière,1815,murderer
vendez,1814,sell
ignorait,1814,ignored
pr,1814,pr
sdf,1814,homeless
porcs,1813,pigs
doive,1813,owes
deuxièmement,1812,secondly
anomalie,1812,anomaly
alexis,1812,alexis
fitz,1812,fitz
carbone,1811,carbon
dit-il,1811,he said
fi,1811,fi
clinton,1810,clinton
indic,1810,indic
chelsea,1810,chelsea
shepherd,1809,shepherd
distances,1809,distances
einstein,1809,einstein
boys,1809,boys
barb,1809,barb
visible,1808,visible
prévue,1808,planned
ava,1808,ava
fidélité,1808,loyalty
perde,1808,lose
sérieuses,1807,serious
salir,1806,dirty
zoé,1806,zoe
gail,1805,gail
réconfort,1805,comfort
réagit,1805,react
croyant,1804,believer
politiciens,1803,politicians
satisfaction,1803,satisfaction
foutent,1803,crazy
signale,1803,report
autorisée,1802,authorized
connais-tu,1802,do you know
hôtesse,1802,hostess
remettra,1802,will put back
triomphe,1802,triumph
chargez,1801,load
acquis,1800,acquired
soupire,1800,sigh
butin,1800,booty
concurrence,1799,competition
trait,1799,line
atlanta,1798,atlanta
informateur,1798,informant
signification,1798,meaning
fait-elle,1798,she does
horaire,1797,hourly
dépit,1797,spite
vanter,1797,praise
from,1797,from
assurances,1796,insurance
chiot,1796,puppy
spa,1796,spa
coque,1796,shell
burton,1795,burton
déguisé,1795,disguised
garé,1794,station
aimant,1794,magnet
producteurs,1794,producers
indiquer,1794,indicate
diffusé,1793,broadcast
étrangères,1793,foreign
news,1793,news
pentagone,1792,pentagon
protecteur,1792,protective
ninja,1792,ninja
forteresse,1791,fortress
brisée,1791,broken
précision,1791,precision
prononce,1790,pronouncement
conquérir,1790,conquer
parlerons,1790,will talk about
mourras,1789,die
tabasser,1789,beaten
bénéfice,1789,profit
conception,1789,design
more,1789,more
livreur,1787,delivery person
entendais,1786,heard
recommandé,1785,recommended
plaisait,1785,pale
défunt,1785,deceased
larguer,1785,drop
potion,1784,potion
parcouru,1784,traveled
baxter,1784,baxter
rassurer,1783,to reassure
cuisses,1783,thighs
gelé,1783,frozen
couverts,1783,covered
affirme,1782,affirm
toxique,1782,toxic
hilarant,1782,hilarious
barres,1782,bars
montes,1782,ride
librement,1782,freely
invente,1781,invent
vieillard,1781,old man
allées,1781,alleys
coupes,1780,cups
brun,1780,brown
suivis,1780,follow -up
entrant,1780,incoming
emballer,1780,wrap
approuve,1779,approved
grouille,1779,swarm
addison,1778,addison
american,1777,american
demandez-lui,1777,ask him
sanchez,1777,sanchez
occupent,1776,occupy
mails,1776,emails
débarque,1776,land
nasa,1776,nasa
souvienne,1775,remember
infini,1775,infinity
ramenée,1775,brought back
bouchée,1775,bite
condamner,1774,condemn
commode,1774,convenient
tammy,1774,tammy
vérification,1773,verification
e-mails,1773,e-mails
crystal,1773,crystal
make,1773,make
chauffage,1773,heating
adores,1773,adores
merdeux,1773,shitty
couvent,1773,convent
réservation,1773,reservation
survivant,1772,survivor
documentaire,1771,documentary
diffusion,1771,diffusion
cross,1771,cross
greffe,1771,graft
whitney,1771,whitney
disparais,1771,disappearing
conserver,1771,keep
réfugiés,1770,refugees
exagéré,1770,exaggerated
nœud,1770,node
hormones,1770,hormones
hm,1769,hm
fiancés,1769,engaged
porteur,1769,carrier
prends-en,1768,take some
lâche-le,1768,leave him alone
craignais,1768,feared
relié,1767,bound
droguée,1767,drugged
humilier,1767,humiliate
carlo,1767,carlo
applique,1766,applied
infiltré,1766,infiltrate
ouaip,1765,yeah
condamnés,1765,condemned
patricia,1765,patricia
ià,1765,ià
won,1764,won
reconnue,1764,recognized
puces,1764,fleas
f.b.i.,1764,fbi.
bourrée,1764,drunk
individus,1764,people
péril,1763,danger
semer,1763,sow
remonté,1763,traced back
laisseront,1762,will leave
bisous,1762,kisses
alexandre,1762,alexander
espionnage,1761,spying
géante,1761,giant
suggérer,1760,suggest
calmement,1760,calmly
acceptes,1760,acceptance
biscuit,1759,biscuit
heurté,1759,bumped into
chapeaux,1759,hats
appuyez,1759,press
prendrez,1758,take
phrases,1758,sentences
britanniques,1758,british
jai,1758,i have
aviez-vous,1758,did you have
canyon,1756,canyon
lori,1756,lori
loterie,1756,lottery
miettes,1756,crumbs
pièges,1755,traps
gates,1755,gates
violents,1755,violent
toux,1754,cough
portland,1754,portland
par-là,1754,over there
finch,1754,finch
jasper,1754,jasper
aimera,1753,will love
take,1753,take
majeure,1753,major
recul,1753,decline
dirigeants,1752,leaders
immédiat,1751,immediate
archie,1751,archie
olive,1751,olive
vents,1751,winds
stu,1750,stud
trêve,1750,truce
hérité,1750,inherited
visa,1749,visa
tate,1749,tate
têtu,1749,stubborn
griller,1748,grill
lignée,1747,line
défaire,1747,to do
épave,1746,wreck
italiens,1746,italian
indispensable,1746,essential
meurtriers,1746,murderers
fréquente,1746,frequent
mômes,1745,kids
brûlures,1745,burns
municipal,1745,municipal
améliore,1745,improved
rich,1744,rich
petits-enfants,1744,grandchildren
cote,1744,side
étapes,1744,steps
application,1744,application
générosité,1744,generosity
reçus,1743,receipts
déception,1743,disappointment
führer,1743,führer
séminaire,1743,seminar
libérée,1742,released
baisers,1741,kisses
défier,1741,challenge
briggs,1740,briggs
principalement,1740,mostly
amelia,1740,amelia
redevable,1740,liable
sherman,1739,sherman
nourri,1739,nourished
enverra,1738,will send
ordi,1738,computer
sal,1738,salt
meute,1737,pack
regardée,1737,watched
yens,1737,yen
colorado,1737,colorado
aillent,1736,go
dite,1736,said
partais,1736,left
patienter,1736,wait
coq,1735,rooster
œuvres,1735,works
secondaires,1735,secondary
minou,1735,kitty
dates,1734,dates
debra,1734,debra
emmerder,1734,piss off
salopes,1734,sluts
pouces,1734,inch
créée,1734,created
anéantir,1734,destroy
rentrait,1733,returned
fourrure,1733,fur
demandera,1733,ask
fût,1732,was
dong,1732,dong
mule,1731,mule
fourmis,1731,ants
how,1731,how
terrasse,1730,terrace
chorale,1730,choral
occasions,1730,occasions
cavalerie,1730,cavalry
menthe,1729,mint
préfet,1729,prefect
climat,1729,climate
installation,1729,facility
verser,1729,pour
holt,1728,holt
stressé,1728,stress
solutions,1727,solutions
secte,1727,sect
détectives,1726,detective
bradley,1725,bradley
foncé,1725,dark
corrompu,1725,corrupt
frappes,1725,strikes
insecte,1725,insect
capture,1725,capture
extrait,1724,extract
lacey,1724,lacey
prêtres,1724,priests
bates,1724,bates
sentence,1723,sentence
généreuse,1723,generous
religieuse,1723,religious
dealers,1723,dealers
matos,1722,gear
supposer,1722,assume
attrapez,1721,catch
compagnons,1720,companions
employée,1720,employee
faisons-nous,1719,do we do
new-york,1719,new york
appelles-tu,1719,do you call
reproche,1719,reproach
connasse,1719,bitch
scoop,1718,scoop
boucler,1718,buckle
bella,1717,bella
sinistre,1717,sinister
pauvreté,1717,poverty
harriet,1717,harriet
plaider,1717,argue
shannon,1717,shannon
épais,1716,thick
bourbon,1716,bourbon
obligations,1716,obligations
mortels,1716,mortal
gangster,1716,gangster
tait,1716,were
paquets,1715,packets
cuisinière,1714,stove
habites,1714,dwelling
poings,1714,fists
bien-être,1714,well-being
appliquer,1714,apply
ignorent,1714,ignore
commencera,1713,will start
brèche,1713,breach
chaton,1713,kitten
embarque,1713,embark
say,1713,saying
préférable,1713,preferable
bandit,1712,bandit
wong,1712,wong
marks,1712,marks
musulmans,1712,muslims
là-dessous,1712,there
clowns,1712,clowns
harmonie,1711,harmony
désintox,1711,detox
laisserait,1711,would leave
franchi,1711,crossed
insister,1710,insist
héro,1710,hero
tuez-le,1710,kill him
hostile,1710,hostile
trempé,1708,soaked
woody,1708,woody
tete,1708,head
réalisez,1708,realize
décroché,1708,off hook
craignez,1708,fear
intermédiaire,1707,intermediate
prophétie,1707,prophecy
activé,1706,activated
utilité,1706,utility
tremblement,1706,trembling
habitait,1706,lived
utilisés,1705,used
cite,1705,quoted
placée,1704,placed
ally,1704,ally
hallucinations,1704,hallucinations
saul,1704,saul
culs,1703,asses
pancakes,1703,pancakes
filez,1703,spit out
immatriculation,1703,registration
entres,1703,entrances
excitation,1702,excitement
allumettes,1701,matches
décollage,1701,lift-off
valley,1701,valley
embauche,1701,hiring
asie,1700,asia
sourcils,1700,eyebrows
close,1700,closed
dot,1700,dowry
montréal,1700,montreal
amical,1700,friendly
quarante,1699,forty
prendront,1699,will take
vicky,1699,vicky
avances,1699,advances
froc,1698,froc
berceau,1697,cradle
mesdemoiselles,1697,ladies
presser,1697,squeeze
moquez,1696,mock
powell,1696,powell
gregory,1696,gregory
glen,1696,glen
chalet,1696,cottage
heart,1695,heart
quoiqu',1695,whatever
provenant,1694,from
danielle,1694,danielle
apprenez,1694,learn
bert,1694,bert
martini,1694,martini
occupez,1693,occupy
remettez,1693,return
envoler,1693,flourish
k.,1693,k.
confesser,1693,confess
francine,1693,francine
vaughn,1692,vaughn
endommagé,1692,damaged
harceler,1692,harass
physiques,1692,physical
napoléon,1691,napoleon
cohen,1691,cohen
z,1691,z
parlions,1690,parlia
motivation,1690,motivation
révélation,1690,revelation
tentant,1690,tempting
roland,1689,roland
indépendant,1689,independent
prétends,1689,pretend
ernie,1688,ernie
communistes,1688,communist
serveurs,1688,servers
piraté,1687,pirate
danseur,1687,dancer
servante,1687,servant
jadis,1687,once
centimètres,1687,centimeters
reposez-vous,1687,rest
rôti,1686,roast
anormal,1686,unnatural
sentiras,1686,will feel
gages,1685,wages
insultes,1685,insults
émissions,1685,programs
couverte,1685,covered
écartez-vous,1685,step aside
désespérément,1685,desperately
malins,1684,clever
discussions,1684,discussions
wang,1684,wang
introduire,1684,introduce
tue-moi,1684,kill me
étendre,1684,extend
glaçons,1683,ice cubes
mettrait,1682,would put
crawford,1682,crawford
volontairement,1682,voluntarily
emballé,1682,packed up
électriques,1681,electric
gotham,1681,gotham
pleurait,1681,cried
inscription,1681,registration
faisiez-vous,1681,did you
pitoyable,1681,pitiful
évènement,1681,event
muscle,1680,muscle
rendus,1680,rendered
répugnant,1680,repugnant
beignets,1679,donuts
secrètes,1679,secret
programmé,1678,program
montgomery,1678,montgomery
party,1678,party
enfreint,1678,break
connaissaient,1677,knew
illégale,1677,illegal
flou,1676,vague
24h,1675,24h
irlande,1675,ireland
crédible,1675,credible
bd,1675,comic
esclavage,1674,slavery
preniez,1674,take
cire,1674,wax
yep,1674,yep
coupures,1674,cuts
zero,1673,zero
gamme,1673,range
crue,1673,raw
salutations,1673,greetings
détient,1672,holds
anonymes,1672,anonymous
écharpe,1672,scarf
lier,1671,bind
centime,1671,penniless
brune,1671,brown
finiras,1670,will end
jours-ci,1669,days
noeud,1669,node
librairie,1669,library
humiliation,1669,humiliation
enfermés,1668,enclosed
rigolo,1667,fun
banks,1667,banks
aveugles,1667,blind
venise,1667,venice
foin,1667,hay
respectable,1667,respectable
bouddha,1666,buddha
soviétique,1665,soviet
écoutent,1665,listen
mépris,1665,contempt
peterson,1665,peterson
récente,1664,recent
absolue,1664,absolute
bulletin,1664,bulletin
gideon,1664,gideon
avale,1664,swallow
croyons,1664,believes
lionel,1663,lionel
identiques,1663,identical
roche,1663,rock
culte,1663,worship
emmène-moi,1663,take me
endurer,1662,endure
souhaits,1661,wishes
intrusion,1661,intrusion
goa',1661,goa '
ahh,1661,ahh
rejeter,1660,dismiss
prisonnière,1660,prisoner
arrangera,1660,will arrange
mentor,1659,mentor
terrifié,1659,terrified
nobles,1659,noble
évier,1658,sink
county,1658,county
helena,1658,helena
sensibles,1657,sensitive
daniels,1657,daniels
similaire,1657,similar
vivres,1657,food
mills,1657,mulls
communiqué,1657,communicated
dures,1657,hard
ouvrier,1657,worker
tenant,1656,holding
occupait,1656,held
onde,1656,wave
exclu,1656,excluded
moulin,1655,mill
gagnera,1655,will win
herr,1655,herr
tiens-moi,1655,hold me
prendras,1655,will take
sonia,1654,sonia
semblables,1654,similar
fugitif,1654,fugitive
chantait,1654,sang
douzaines,1654,dozens
millie,1654,millie
dérangerait,1654,would bother
indiqué,1653,noted
décolle,1653,take off
plier,1652,bend
raisin,1650,grape
semblable,1650,similar
massacrer,1650,massacre
reconstruire,1649,rebuild
stp,1649,please
passeports,1649,passport
habituelle,1649,usual
surveillé,1649,watched
gèle,1648,frozen
vicieux,1648,vicious
citer,1648,to quote
trish,1648,trish
lard,1648,bacon
sidney,1647,sidney
ordinaires,1647,ordinary
suffire,1647,suffice
inquiétais,1646,worried
brien,1646,brien
opposition,1645,opposition
banquier,1645,banker
brendan,1645,brendan
consoler,1645,console
amènes,1644,upruns
évaluer,1644,assess
achèterai,1644,will buy
brooks,1644,brooks
springfield,1644,springfield
approché,1643,approach
frappez,1643,hit
sherry,1642,sherry
sniper,1642,sniper
vega,1642,vega
impulsion,1642,impulse
procurer,1641,procure
fanny,1641,fanny
marée,1641,tide
joshua,1639,joshua
cliché,1639,cliche
tranche,1639,slice
valoir,1638,to be worth
opinions,1638,opinions
tout-puissant,1638,all powerful
barbie,1637,barbie
mack,1636,mack
moelle,1635,bone marrow
filme,1635,filmed
évènements,1635,events
nourris,1635,nourished
traque,1634,hunt
rush,1633,rush
allié,1633,ally
câbles,1633,cables
never,1633,never
oeuvres,1632,works
dinozzo,1632,dinozzo
shh,1632,shh
samouraï,1632,samurai
arrêterai,1631,will stop
asiatique,1631,asian
chantent,1631,sing
volées,1631,stolen
rasé,1630,shaved
craque,1630,crackle
tendue,1630,stretched
horreurs,1630,horrors
maudits,1630,cursed
comble,1630,height
abusé,1629,abused
aborder,1629,to land
inacceptable,1629,unacceptable
courtoisie,1628,courtesy
arabes,1628,arabs
écureuil,1628,squirrel
réparation,1627,repair
rentrent,1627,come home
supposons,1627,suppose
queens,1626,queens
scie,1626,saw
repère,1626,benchmark
embaucher,1625,to hire
sympathie,1625,sympathy
sacrés,1625,holy
sutton,1625,sutton
atomique,1624,atomic
fumes,1624,smoke
bataillon,1624,battalion
achètes,1623,lives
lesbiennes,1623,lesbian
oups,1623,oops
briquet,1623,lighter
timmy,1623,timmy
kenneth,1622,kenneth
piégée,1622,trapped
repars,1621,leave
japonaise,1621,japanese
old,1621,old
ramènera,1621,will bring back
explosif,1621,explosive
esther,1620,esther
blog,1620,blog
ouh,1620,ouh
complices,1620,accomplices
maligne,1620,smart
traîtres,1620,traitors
mi-temps,1619,half-time
changerait,1618,would change
quentin,1618,quentin
p',1618,p '
gibson,1618,gibson
centre-ville,1618,downtown
achever,1617,finish
parapluie,1617,umbrella
verrait,1617,would see
disposer,1617,arrange
sérum,1617,serum
reviendront,1616,will come back
priez,1616,pray
triche,1616,cheated
financière,1616,financial
franchise,1615,franchise
suce,1615,suck
contrariée,1615,upset
devenez,1614,become
nazi,1614,nazi
soupçonne,1614,suspected
portera,1613,will carry
teint,1613,color
rattrape,1612,catch up
remarques,1612,remarks
écrits,1612,writings
hanches,1611,hips
